id	sell	num_orders	num_items	grand_total	site_domain	site_published	has_blog	has_shoutout	has_get_subscribers	site_pages	facebook_url	facebook_likes	instagram_url	instagram_followers	has_about_page	has_contact_page	has_faq_page	has_blog_page	has_products_page	has_shipping_policy	has_return_policy	has_payment_methods	has_clear_banner	has_clear_cta
4b26f307-c862-41ec-856c-fec5a7b8ff32	1	111	261	525	1	1	0	1	0	23	1	37	0	0	1	1	0	0	1	0	1	1	0	0
4b33411a-5226-4712-aee3-b3d483a0abdb	1	39	42	156	1	1	1	1	0	37	0	0	1	1622	1	1	0	1	1	1	1	0	0	0
4b44f02c-6770-4b28-85bb-a9f4d3016450	1	40	52	356	1	1	1	0	0	18	0	0	0	0	1	1	0	1	1	0	1	1	0	0
4b4869fb-8151-4256-8c83-b303a024df63	1	16	22	36	0	1	0	1	0	9	0	0	0	12	1	1	0	0	1	1	1	0	0	0
4b506338-e324-4473-8683-fe862879d1a5	1	24	37	135	1	1	0	1	1	13	1	14367	1	2939	1	1	0	0	1	0	1	0	0	1
4b532bdb-9019-4699-be80-69609b0df36a	1	6	8	69	1	1	0	1	0	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0
4b813974-e394-41a1-a19a-2bd3427565b2	1	7	7	300	1	1	0	1	0	15	1	280	1	2488	1	0	0	1	1	0	1	1	0	0
4baa527f-6e45-47b9-b11b-478e36d3c425	1	169	174	320	1	1	0	1	0	20	0	0	0	0	1	1	1	0	1	1	1	1	0	0
4bb46bec-bc01-4709-b8ff-64dc0c9f5323	1	96	771	3821	1	1	0	1	0	76	1	1	0	0	1	1	0	0	1	0	1	1	0	0
4bc00931-c9a9-4114-a902-b822a3f08ba5	1	25	25	71	1	1	1	1	1	24	1	600	0	0	1	1	1	1	1	1	1	1	0	0
4bd6002c-b571-41a7-aea7-6c004cfebade	1	711	991	11361	1	1	1	1	0	40	1	0	0	0	1	1	1	0	1	1	1	1	0	1
4bee5fef-ff21-4469-918e-95ae5abcf14f	1	40	40	972	1	1	1	1	1	21	1	632	0	0	1	1	0	1	1	0	1	0	0	0
4bf008a7-ab05-495d-9835-cd3038234865	1	52	68	133	1	1	1	1	0	25	1	993	0	0	1	1	0	1	1	0	0	0	0	0
4c19fa33-3188-436e-bf95-4bd4b8d24ea5	1	21	32	262	1	1	0	1	1	20	0	0	0	0	1	1	0	0	1	1	1	1	0	0
4c36f28f-8e11-4267-832c-59ddcb5e1f85	1	8	8	15	1	1	0	1	0	28	1	82	0	0	0	1	0	0	1	0	1	1	0	0
4c379b39-ec67-400b-b9cd-ef3b2bef8816	1	32	32	642	1	1	0	1	1	36	1	4141	1	225	1	1	0	0	1	0	1	1	0	0
4c398a20-e843-4685-8f79-58bd963ae0e0	1	53	65	583	1	1	1	1	0	18	1	1216	1	627	1	1	1	0	1	1	1	1	0	0
4c4165f2-cae8-48cd-9362-b641319a2eee	1	16	18	242	1	1	1	1	1	14	0	0	0	0	1	1	1	0	1	1	1	1	0	0
4c465df2-ab76-413e-ad2d-6494c7d56815	1	14	32	47	1	1	1	1	1	12	1	428	0	0	1	1	1	0	1	0	1	0	0	1
4c49945b-9a76-4d4a-bbea-9e098b18ba80	1	6	6	21	1	1	1	1	0	38	1	536	1	187	1	1	1	1	1	1	1	1	0	0
4c5857ae-2d28-45f5-9e6d-93116d38917d	1	14	16	30	1	1	1	1	0	60	1	1042	0	0	1	1	0	0	1	0	1	1	0	0
4c6ac696-2b81-488f-a579-c419bc484e95	1	9	9	3905	1	1	0	1	0	7	0	0	0	0	1	1	0	0	1	1	1	0	0	0
4c70b3a4-09c5-4366-8262-c8b9fec29107	1	7	7	24	1	1	0	1	1	14	0	0	0	0	1	1	0	0	1	0	0	0	0	0
4c72b5fa-7ef4-4c51-a85c-ea7f9b7ebc6e	1	16	22	24	1	1	0	1	1	6	0	0	1	36627	1	1	0	0	1	0	0	0	0	0
4c927b85-c759-402d-aefe-57bc4d661208	1	17	26	623	1	1	0	1	0	36	1	1210	1	320	0	0	0	0	1	0	0	0	0	0
4c96bf0f-7bbc-43ab-abd4-ad2c332a74ac	1	32	36	215	1	1	1	1	1	22	0	0	0	0	0	1	0	1	1	1	1	1	0	0
4ca54400-a48d-4ce9-b2f6-ec50ff5cb0b6	1	14	15	33	1	1	1	0	1	7	0	0	0	0	1	1	0	1	1	0	1	0	0	0
4cb76175-1072-4e88-9d74-8245f704b33e	1	25	33	388	1	1	1	1	0	392	1	163	0	0	1	1	1	1	1	1	1	1	0	0
4cbc4e95-1491-4ed5-8e0c-4d4b1df8c4ed	1	158	160	3510	1	1	0	0	0	47	1	904	0	0	1	1	0	0	1	1	1	1	0	1
4cd28443-bddb-4c4a-93e9-87e5e2582489	1	18	18	63	1	1	1	1	0	12	1	929	0	0	0	1	0	0	1	0	1	0	0	0
4ce74260-dfd9-4337-b906-308a1ae25196	1	642	675	2606	1	1	0	1	1	26	1	26150	0	0	0	1	0	0	1	0	0	0	0	0
4ce7fff9-d0ee-489d-867c-82849c7a1eb5	1	61	100	210	1	1	1	1	1	30	1	7562	0	0	1	1	1	1	1	1	1	1	0	0
4cec989f-1ab4-4c69-9e82-3c0a39ef5ebb	1	17	17	306	1	1	1	1	1	17	1	832	1	1148	0	1	0	0	1	0	1	1	0	0
4ceee7fe-7dfc-4591-933b-ff40aec9936f	1	6	17	12	1	1	0	1	1	40	0	0	1	45278	1	1	0	0	1	1	1	1	0	0
4cf7bb76-c70b-4a12-b945-f69813ccc5b2	1	138	183	263	1	1	0	1	0	6	1	479	0	0	1	1	0	0	1	0	0	0	0	1
4d1bf6af-e2e4-45ad-9b8e-2a37816a324d	1	9	10	110	1	1	0	0	1	34	1	604	0	0	1	1	1	0	1	0	1	1	0	0
4d1cce17-9ace-4df5-89a0-903834deb9f7	1	21	25	5149	1	1	1	1	1	12	1	123	1	376	1	1	1	0	1	1	1	1	0	0
4d2a77f8-723a-4cb4-865d-298f9531ddc0	1	51	60	408	1	1	1	1	0	12	1	22	0	2	1	1	0	1	1	0	1	0	0	0
4d3edd71-d0cb-45bf-9864-a335228aedc7	1	10	10	26	1	1	0	1	0	6	1	178	1	397	0	1	0	0	1	0	0	0	0	0
4d483912-aa57-4b1b-aafd-4445e65f011c	1	10	16	33	1	1	0	0	1	16	1	447	0	0	1	1	0	0	1	0	1	0	0	1
4d7c156b-bb3e-432a-8f0d-87d5dc9657b6	1	8	8	88	1	1	1	1	0	14	1	1492	0	0	0	1	0	0	1	0	1	0	0	0
4d88e535-e6bc-438f-973c-4d6ac9c54c7e	1	7	10	40	1	1	0	1	0	13	1	261	1	206	1	1	0	0	1	0	0	0	0	0
4d8ebbcc-2f35-44b9-acaf-45f20060c4da	1	136	138	438	1	1	0	0	0	5	1	27	0	0	0	0	0	0	1	0	0	0	0	0
4d99af56-4586-447b-ade3-1a6a3fdd4572	1	51	51	1917	1	1	1	1	1	53	1	2128	1	2046	1	1	0	1	1	1	1	1	0	0
4d9fdb45-2fa3-43cd-ab4b-31c67fda5ca2	1	94	158	349	1	1	0	1	0	25	1	261	1	1123	1	1	0	0	1	1	1	1	0	0
4db5fec4-48da-49f6-b1c0-a81d8ba938ab	1	33	93	734	1	1	0	1	1	34	1	161	0	0	1	1	0	0	1	1	1	0	0	1
4dce30ea-3ae2-436f-9509-c3a023e4b83c	1	63	85	2593	1	1	1	1	1	63	1	2169	1	963	1	1	1	1	1	1	1	1	0	0
4df224ed-5782-4a99-8f5a-082d52836872	1	101	145	1100	1	1	1	1	1	16	1	2360	1	1034	1	1	0	1	1	0	1	0	0	0
4df99818-005c-4415-b73c-a208592302d9	1	62	82	1114	1	1	1	0	0	36	0	0	0	0	1	1	0	1	1	0	1	0	0	0
4e0a82a7-4c49-4966-bcec-e589aa3ea57d	1	8	8	54	1	1	1	0	1	36	1	252	1	794	0	1	0	1	1	0	1	1	0	0
4e23ce86-cf01-495b-be2f-4f24e13e39ab	1	8	8	184	1	1	0	1	1	11	1	26969	1	637	1	1	0	0	1	1	1	1	0	0
4e2d8186-ee8b-4155-88d3-e2a09699614f	1	9	9	31	1	1	0	0	1	5	1	1063	0	0	0	1	0	0	1	0	0	0	0	0
4e766df2-9e1b-4b29-8014-4956b8e027f9	1	63	70	9797	1	1	0	0	0	10	1	677	1	704	1	1	0	0	1	1	0	1	0	0
4ea51988-2a17-453f-8d8e-7911d5fa9a09	1	23	25	1400	1	1	0	0	0	13	1	964	1	412	0	1	0	0	1	0	1	0	0	0
4eaef542-cfb6-4af9-8d68-176a1b6c2f04	1	11	66	868	1	1	0	1	1	13	0	0	1	219	0	1	0	0	1	0	1	0	0	0
4ed1a6b9-d091-4d2a-b48f-9b29e6e38809	1	262	267	4228	1	1	1	1	1	10	0	0	1	584	1	1	0	0	1	1	1	1	0	0
4ed25540-0982-4ea7-ae48-8f17aef4504d	1	12	12	62	1	1	1	1	1	15	1	536	1	726	1	1	0	1	1	0	0	1	0	0
4edae95a-abbf-4897-b2f3-d76e3b428dbd	1	57	70	134	1	1	1	1	0	12	1	1	0	0	1	1	0	0	1	0	0	0	0	0
4edb527f-3abc-4cb6-81ff-c733ba53f9c4	1	16	28	116	1	1	0	1	0	9	0	0	0	0	0	1	0	0	1	1	1	1	0	0
4ef3560c-4865-42f8-a8c7-80a05e0e06d1	1	10	11	27	1	1	0	1	0	11	1	4937	0	0	1	1	0	0	1	0	1	0	0	0
4ef4c858-6a97-40f5-a75a-aac7c9a63cd4	1	16	42	448	1	1	1	1	0	24	1	480	1	18281	1	1	1	0	1	1	1	1	0	0
4f01eeb5-899e-4433-b2e3-626adf15a571	1	23	31	287	1	1	1	1	1	31	1	460	1	17056	1	1	1	1	1	1	1	1	0	1
4f09d5f5-888c-4d52-8e17-25f123bcb6d8	1	16	16	91	1	1	1	1	0	17	1	1175	0	249	0	1	0	1	1	0	0	1	0	0
4f0c6b01-d59a-4b64-bd95-8933b26c7ef4	1	89	89	757	1	1	0	1	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0
4f170fd8-9e7c-42e8-b97f-7fc9ecaa41dd	1	332	399	1890	1	1	1	1	1	27	0	0	0	0	1	1	0	1	1	0	1	0	0	0
4f275cf8-22e9-4d06-ab78-7381c27b0a92	1	31	38	479	1	1	1	1	0	33	1	236	0	0	0	1	0	1	1	0	0	0	0	0
4f47f7b5-7762-4db7-a251-216c7c7eb4ef	1	22	26	308	1	1	1	1	1	13	1	782	1	865	0	1	0	0	1	1	0	0	0	0
4f48510d-dc64-4d40-a277-58161b510f6d	1	27	28	135	1	1	1	1	1	18	1	143	1	307	0	1	1	0	1	1	1	0	0	0
4f4952f5-e318-4f83-b2c6-0fecd5b10ad6	1	9	10	77	1	1	1	1	1	30	1	4745	1	1115	1	1	0	1	1	0	1	1	0	0
4f55c51e-9957-4b6d-bfac-b37aa224e15c	1	50	92	988	1	1	0	1	1	15	1	0	0	0	1	1	1	0	1	1	1	0	0	0
4f60ac6c-e452-4a41-bdf0-b910575f87ca	1	38	49	809	1	1	0	1	0	22	0	0	0	0	1	1	1	0	1	1	1	1	0	0
4f7174a6-4a8b-4170-a7cd-fa93c51b1052	1	6	6	9	1	1	0	1	0	7	0	0	0	0	1	1	0	0	1	0	0	0	0	0
4f84754c-eaf7-4f33-9a92-6a5ebd720c58	1	232	368	60179	1	1	1	1	0	25	1	624	1	1778	0	1	0	1	1	0	0	0	0	0
4f9475b4-06c8-4f65-a620-ac021ddca254	1	16	22	318	1	1	0	1	0	46	1	413	1	977	1	1	0	0	1	1	0	0	0	0
4f9ea91f-c48c-4625-b49c-6dd9e4f36bd0	1	24	34	97	1	1	0	1	1	16	0	0	1	3043	1	1	0	0	1	1	1	1	0	0
4fa9be2c-8c8b-4b54-9c80-d462f731feee	1	227	228	760	1	1	1	1	1	9	1	480	1	1338	1	1	1	0	1	0	1	0	0	1
4fb2adf7-312b-470c-875c-12a38ba84dce	1	11	18	85	0	1	0	0	0	8	0	0	1	181	1	1	1	0	1	0	0	0	0	0
4fbfc32e-700e-4929-87de-50d142809383	1	673	721	16367	1	1	1	1	0	9	0	0	0	0	0	1	0	1	1	0	1	0	0	0
4fcacd17-9e43-4d38-8f6c-d167089137af	1	149	256	542	1	1	0	1	0	19	0	0	0	0	0	1	1	0	1	1	1	1	0	1
4fe34a25-b0c1-478d-859a-e0a7f166e30b	1	41	69	176	1	1	1	1	1	21	1	418	1	2839	1	0	1	1	1	1	1	1	0	0
4fef395f-e4c3-436d-a71a-de43fd7e3dcc	1	67	72	692	1	1	1	1	1	13	1	124	0	0	0	1	1	1	1	0	0	0	0	0
500b3516-e22c-4c4c-9181-a1cb22fabc0a	1	160	192	18199	1	1	1	1	0	24	1	15645	1	1109	1	1	0	1	1	1	1	1	0	0
5048e0c9-b3ed-4bc8-b4a5-796737b2f51c	1	343	677	4178	1	1	0	1	1	50	1	3259	1	1748	0	1	1	0	1	1	1	0	0	1
5061b8a2-b874-469c-b192-50c2c5164ec7	1	19	41	54	1	1	0	1	1	19	1	154	0	4554	1	1	1	0	1	1	1	1	0	0
508ebeae-558a-49d0-bf49-3b8204e19827	1	9	11	112	1	1	1	1	0	107	0	0	0	0	1	1	0	0	1	1	1	1	0	0
509a453b-aa14-4518-84de-f0228e19c486	1	17	17	153	1	1	1	1	1	12	1	136	0	0	1	1	1	1	1	0	1	0	0	0
509accc9-b588-406c-966b-df0630e306eb	1	16	65	97	1	1	0	0	0	12	1	552	0	0	1	1	1	0	1	1	1	0	0	0
509cc27f-3b13-4083-bde6-6a4ee3964997	1	25	25	120	1	1	1	1	0	17	1	226	0	61	0	1	0	1	1	1	1	1	0	0
509ef87d-0427-4912-8b54-7313c102f41f	1	7	16	31	1	1	1	1	1	9	0	0	0	0	1	1	0	0	1	1	1	1	0	0
50a0b34c-7cca-4ec6-8527-f586d18b3207	1	148	248	3031	1	1	1	1	1	7	1	1230	0	0	0	1	1	0	1	1	1	1	0	0
50b95429-7403-4946-ab2a-5917470572cb	1	33	40	107	1	1	1	1	0	37	1	1807	1	6104	1	1	0	1	1	1	1	1	0	0
50cb06e3-a917-47c9-9ffd-4c36a1030756	1	64	93	424	1	1	0	1	1	39	1	169	0	0	1	1	0	0	1	0	1	0	0	0
50d5f12f-1413-46f6-a193-c172d9a39b39	1	48	102	146	1	1	1	1	1	36	1	1583	1	9886	1	1	1	1	1	1	1	1	0	0
50db552e-e317-42fb-ba90-acbf789dfece	1	19	19	69	1	1	0	0	0	12	1	459	0	0	1	1	0	0	1	0	1	1	0	0
50f685dc-4950-445f-913c-0db6a4c46e67	1	34	37	224	1	1	1	1	0	10	0	0	0	0	0	1	0	0	1	0	0	0	0	0
50ff8bba-79aa-48c6-9078-c904cf6e23e3	1	11	12	308	1	1	1	1	1	64	0	0	1	554	1	1	0	0	1	1	1	1	0	1
51356012-53e4-4e52-b63c-73dbf1a19087	1	8	10	50	1	1	1	1	1	26	1	979	0	0	1	1	0	1	1	0	1	0	0	0
514adc5e-f511-4619-a223-40ab6f89560d	1	56	340	155	1	1	0	1	0	38	1	785	0	0	1	1	0	0	1	1	1	1	0	0
515f715e-cb8e-4d4c-92be-757aa4b01996	1	34	47	67	1	1	1	1	1	23	1	28257	1	4514	1	1	0	1	1	0	0	0	0	0
5166e72e-8029-4e00-a7b0-dfb3aa002a53	1	11	11	351	1	1	1	0	0	11	0	0	1	25471	1	1	0	1	1	1	1	1	0	0
5173017f-0144-4d31-8b64-ecbf85080d01	1	86	35	722	1	1	1	1	1	37	0	0	1	2901	1	1	0	1	1	1	1	1	0	0
518798d2-abd2-471a-951c-8fcebace9ea8	1	47	48	894	1	1	1	1	1	28	1	2311	1	1121	1	1	0	1	1	0	1	1	0	1
5188453c-af5c-47d0-b0b5-a87807ec2f1c	1	23	28	72	1	1	1	1	0	23	1	181	1	383	1	1	0	0	1	0	1	1	0	0
51ab3735-1bd2-4172-a760-37e6248dd42e	1	6	16	46	1	1	0	1	0	17	1	142	0	0	0	1	1	0	1	0	1	0	0	0
51ad1619-cedd-42d7-b495-222734016be3	1	81	84	373	1	1	0	1	0	12	0	0	0	0	1	1	1	1	1	0	1	0	0	1
51ad6fdd-9927-4fce-8169-576f7788e178	1	387	2655	21179	1	1	0	1	0	44	1	16289	0	0	0	1	0	0	1	1	1	0	0	0
51d50615-afb4-4179-b651-63a0ced203d1	1	8	8	3395	1	1	0	1	0	7	1	2323	0	0	0	1	1	0	1	0	0	1	0	0
51dfa343-c44f-4856-9e3c-25c48903ffd9	1	8	11	16	1	1	1	1	1	12	0	0	1	229	0	1	0	1	1	0	0	0	0	0
51e23f2c-06a4-4361-90ca-ffa85f14b867	1	416	476	1491	1	1	0	0	0	9	0	0	0	0	1	1	1	0	1	0	0	0	0	0
51fe6d9f-3d21-48e4-9abc-2ff5b907634f	1	12	18	57	1	1	0	1	1	16	0	0	1	10394	1	1	1	0	1	1	1	0	0	0
5203ca58-f191-4971-88d9-3578b7331d54	1	12	19	51	1	1	1	1	1	11	1	778	1	130	1	0	0	1	1	0	0	0	0	0
5208971a-bc6b-41bc-864f-75ae4a7ef164	1	328	379	6406	1	1	0	1	1	18	0	0	0	0	0	1	0	0	1	1	1	1	0	1
520fecff-c364-428a-8068-ebb719d5a6ed	1	23	24	343	1	1	0	1	1	18	1	380	0	0	1	1	0	1	1	1	1	0	0	0
5218f103-e7e4-44c7-999c-deff0b332e25	1	429	909	12762	1	1	0	1	0	10	1	80	1	17708	1	1	1	0	1	1	1	0	0	0
521e4e70-101e-478e-92c0-dac0919a298e	1	17	27	52	1	1	1	1	0	112	1	379	0	0	1	1	0	0	1	1	1	1	0	0
521eb68e-f4b2-4a77-a093-d586b5be7540	1	161	672	2392	1	1	1	1	0	52	1	22	0	0	1	1	1	0	1	1	1	1	0	1
522981fd-fb67-4090-aaa3-cff92f416e2d	1	42	65	136	1	1	0	0	0	7	0	0	1	1819	1	1	0	0	1	0	1	0	0	0
522ee0d1-ea14-4f6c-a321-dd7b056a20d3	1	9	10	173	1	1	0	1	0	8	0	0	0	0	1	1	0	0	1	0	1	0	0	1
526e6139-6ed1-4d25-8561-5a47d9bf98b8	1	26	37	280	1	1	1	1	1	25	1	506	1	1819	1	1	0	1	1	0	1	1	0	0
527541b9-94f4-46cf-8a05-b1bbb6c8d0f7	1	12	22	58	1	1	1	1	0	18	0	0	0	0	0	0	0	1	1	1	1	1	0	0
5275da8b-e65d-41ed-81ed-7cc2270de551	1	21	21	14	1	1	0	1	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0
5282b995-910e-4164-bd4f-6bf964051b49	1	123	207	1153	1	1	1	1	1	10	0	0	1	1785	1	1	0	0	1	1	1	0	0	0
528efa3f-0bff-4d5a-93a7-f2082783d84b	1	15	26	90	1	1	0	1	1	14	1	70	1	637	1	1	1	0	1	1	1	1	0	0
529b5f30-054f-4266-a12d-d77b163b2462	1	25	25	200	1	1	0	1	1	18	1	611	0	0	0	1	0	0	1	1	1	1	0	0
52a766cd-bdf2-40c2-be68-40a631df7b3e	1	12	34	45	1	1	0	0	0	8	1	147	0	0	1	1	0	0	1	0	0	0	0	0
52ab3fea-78d6-4caa-95c4-412e999f480c	1	6	8	42	1	1	0	1	0	8	1	237	0	0	1	1	0	0	1	1	0	0	0	0
52b7bb4d-ed71-4dc4-be01-7836388ec403	1	14	25	63	1	1	1	1	0	17	0	0	0	0	1	1	1	0	1	1	1	0	0	0
52bbb632-c7fb-4a0c-9023-f440cf0c251f	1	11	12	42	1	1	0	1	0	9	1	178	0	0	1	1	0	0	1	1	0	0	0	0
52c4b6dd-9e08-4a1a-a06e-779030bf6f59	1	100	135	474	1	1	1	1	0	17	0	0	0	0	0	1	0	1	1	1	1	1	0	0
52cd9932-0c5d-46ce-ac3d-01ce2b48e7b1	1	29	39	516	1	1	1	1	0	59	1	579	0	0	1	1	0	1	1	1	1	0	0	0
52dc1c4d-07db-4408-87a5-a5e00ab10cf2	1	6	6	22	1	1	0	1	1	10	1	68	1	31730	1	1	1	0	1	0	0	0	0	0
52ec943d-cc74-4b1f-91c6-e97d242c1f6d	1	44	51	237	1	1	1	1	0	23	1	899	1	336	1	1	1	1	1	1	1	1	0	1
52efd516-1929-406c-80b4-e69b188f602e	1	14	24	85	1	1	0	1	0	24	1	42	1	123	1	1	1	0	1	1	1	0	0	0
52efe4ad-dd66-4747-b72e-7781f7fe76a9	1	178	317	4635	1	1	0	1	1	9	0	0	0	0	0	1	0	0	1	1	1	1	0	0
52fcb82a-de1c-4560-83fb-bc3af94f1c34	1	70	225	465	1	1	0	1	1	9	1	131	0	0	1	1	0	0	1	0	1	1	0	1
53029154-fb80-42bd-b9e5-04d86b6fccac	1	6	6	23	1	1	0	1	0	8	1	108	1	6121	0	1	0	0	1	0	0	0	0	1
531dfdee-6c89-4632-a5a2-69213f269b87	1	20	23	81	1	1	0	1	0	17	1	375	0	0	1	1	0	0	1	0	1	0	0	0
5353f84d-b81a-4e1d-a129-fff607233455	1	9	14	51	1	1	0	1	0	9	0	0	1	5558	0	1	0	0	1	1	1	1	0	0
53581e28-52e2-48fd-96b0-93d628e4fc8d	1	8	8	925	1	1	0	1	1	12	1	523	1	1009	1	1	0	0	1	1	0	0	0	0
53629cbe-299d-4050-9c35-5fc3060389ae	1	17	17	53	1	1	1	1	0	19	1	230	1	327	1	1	0	1	1	1	1	1	0	1
5363ba20-2986-4621-9cfd-8faf40a1a051	1	10	7	61	1	1	1	1	0	7	1	114	1	22	1	0	0	0	1	1	1	1	0	0
53737d75-66ba-4b66-9366-78ecbf4757f9	1	53	93	1075	1	1	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0
537e5c8c-f1cf-4907-935c-e7b254054e75	1	55	80	349	1	1	1	1	1	49	1	1378	0	0	1	1	1	1	1	1	1	1	0	0
53aac842-271b-4b84-bac2-d19fd4f8df67	1	64	94	358	1	1	1	1	0	25	1	1236	1	142	1	1	1	1	1	1	1	0	0	0
53bcbabc-b4fc-4758-ae53-f8296d204aa3	1	54	54	368	1	1	0	1	1	8	1	1415	0	0	1	1	1	0	1	0	0	0	0	0
53bd6ebd-b873-42bf-b755-960a543a3624	1	6	6	14	0	1	1	1	0	16	0	0	0	0	1	1	0	1	1	0	1	0	0	0
53c41b56-12fd-48fd-9e2d-084376c3fd09	1	7	9	237	1	1	0	1	1	9	1	4248	1	1868	0	1	0	0	1	0	0	0	0	1
53ccc2ff-4b84-4a63-b6d8-dab29332daae	1	18	18	361	1	1	0	1	0	13	0	0	0	0	1	1	0	0	1	0	1	0	0	0
54251ab9-6434-45ef-8a60-b549bb791f84	1	16	22	61	1	1	0	1	1	13	1	132	0	0	0	1	1	0	1	1	1	1	0	0
542b2cde-872e-4227-a98e-a96f7942e67b	1	33	33	414	1	1	0	1	1	24	1	212	1	25	0	1	0	0	1	1	1	0	0	0
5448dcc3-72a3-4753-bebc-979e0935226e	1	19	20	53	1	1	1	1	0	8	0	0	0	0	1	1	0	1	1	0	1	0	0	0
544cf970-a640-4e40-898c-67c7226d855f	1	41	48	368	1	1	0	1	0	17	0	0	0	0	1	1	0	0	1	1	1	1	0	0
545273d4-d6ce-444e-b559-e8ae686d86be	1	32	57	164	1	1	0	1	0	12	0	0	0	0	0	1	0	0	1	0	1	0	0	0
545fb304-a7af-483c-95eb-dba77616dec1	1	31	84	209	0	1	0	1	0	11	0	0	1	177	1	1	0	0	1	0	0	0	0	0
54662f29-e295-4f80-8f82-70f19b31e640	1	126	159	666	1	1	1	1	0	9	0	0	0	0	1	0	0	0	1	0	1	0	0	0
548a1838-8bf8-46b4-93fe-741301e6e96a	1	86	110	593	1	1	0	1	0	14	1	317	1	5538	1	1	0	0	1	1	1	1	0	0
548ada68-908f-48b7-a0fa-44d394c0096f	1	67	85	1116	1	1	1	1	0	85	1	628	0	0	1	1	0	1	1	1	1	1	0	0
548dc1ba-2577-4404-ba2d-b5e261d1c3bd	1	17	35	55	1	1	0	1	0	11	1	343	0	0	0	1	1	0	1	1	1	1	0	0
549ab656-fd22-4fda-aa01-f85942bfa93f	1	11	27	70	1	1	0	1	1	9	1	335	1	387	0	1	0	0	1	0	1	0	0	0
54d9d177-dc2e-4fd5-a545-7c2f4671e372	1	51	53	796	1	1	1	1	0	26	1	646	0	0	0	1	0	0	1	0	1	1	0	0
54e23536-a90b-4183-be11-c1d31e933c1d	1	23	61	96	1	1	0	1	0	5	0	0	0	0	0	1	0	0	1	1	1	0	0	0
54ed37ff-4e50-4964-97ac-981786d4f221	1	8	8	26	1	1	0	1	1	14	0	0	1	762	1	1	1	0	1	1	1	1	0	0
54ffa46f-51ed-4de2-80ac-e7a9ad3625d7	1	100	168	1337	1	1	0	1	1	11	0	0	0	0	1	1	1	0	1	1	1	1	0	0
55279de9-a648-4085-a9a9-6379e49854bb	1	8	8	29	1	1	1	1	1	25	1	438	1	116	1	1	0	0	1	1	1	1	0	0
553c4f77-704e-47e3-a867-1660ea5935d8	1	184	294	1989	1	1	1	1	1	23	1	1062	1	1833	1	1	0	1	1	1	1	1	0	0
555a8817-2ddc-472f-af03-750dd68abfcd	1	6	8	15	1	1	1	1	1	12	1	3670	1	3985	0	1	0	0	1	0	0	0	0	0
55772c6a-a04c-4103-aa6f-d37aa532d741	1	38	45	199	1	1	1	1	1	22	1	1036	1	6541	1	1	1	1	1	1	1	1	0	0
5588f171-ca37-46d5-b2d8-4417bd48be64	1	11	18	39	1	1	1	1	1	10	1	827	1	105	1	1	0	1	1	0	0	0	0	0
558c365d-511b-4ed7-afd1-1dc09febfb45	1	17	17	46	1	1	1	1	1	12	1	199	1	178	0	1	0	1	1	0	1	0	0	0
5594c218-4db7-49a7-899b-d0ff47fa5905	1	238	287	1261	1	1	1	1	1	17	1	1532	1	16461	0	1	1	0	1	1	0	1	0	0
559c55f3-274e-4abe-a34c-880948b1dfce	1	35	35	1236	1	1	0	1	0	9	1	5372	1	905	1	1	1	0	1	1	1	1	0	0
559f24b8-f3b7-4e2d-aa8e-2e08247f9767	1	20	27	49	1	1	0	1	0	14	1	275	0	0	1	1	0	1	1	1	1	0	0	1
55b4a3b7-ffb5-4279-be03-aa73a038f143	1	11	11	50	1	1	1	1	1	113	1	924	0	0	0	1	0	1	1	0	1	1	0	0
55c034ab-6ee6-45b7-8808-10b6a9d014c9	1	190	931	1105	1	1	0	1	1	28	0	0	0	0	1	1	0	0	1	0	1	0	0	0
55c85bdf-dbb1-4eb1-ae74-9d4ed9cd8cd1	1	177	295	390	1	1	0	1	0	16	0	0	1	6665	1	1	0	0	1	0	0	1	0	0
55d4fece-4899-482c-8718-5a1ec057b756	1	30	33	404	1	1	0	1	0	10	1	46	1	454	0	1	0	0	1	1	1	0	0	0
55e7a32f-8afd-44ec-847b-5ecafb18dd7c	1	7	11	253	1	1	0	1	0	26	0	0	0	0	1	1	0	0	1	1	1	1	0	0
55ffa75c-c239-4297-8b6f-3deb32c300b2	1	14	19	96	1	1	1	1	1	12	1	649	0	0	1	1	0	1	1	0	1	0	0	0
5607470f-db19-4618-acad-367272773ec1	1	224	315	876	1	1	0	1	1	19	1	165	1	770	1	1	1	0	1	1	1	0	0	0
560bab66-3c0f-4be8-98bb-8fe692d874cf	1	12	14	98	1	1	0	1	1	20	0	0	1	1776	1	1	0	1	1	1	0	1	0	0
56194f2c-e041-44b1-9c05-d1d0f71a02f2	1	23	24	620	1	1	1	1	1	44	1	158	1	137	0	1	1	1	1	0	0	0	0	0
562aea8f-fe12-4cf6-8cb0-59eebd836e7c	1	113	133	810	1	1	1	1	0	11	0	0	1	1750	1	1	0	0	1	0	0	0	0	0
5630e6e2-a7bf-40fb-89be-13fbd5649a6e	1	36	44	203	1	1	0	1	0	11	1	3269	1	11580	0	1	1	0	1	1	1	0	0	0
